country,year,iso_code,population,gdp,energy_per_capita,per_capita_electricity,primary_energy_consumption,renewables_share_elec,solar_share_elec,wind_share_elec,hydro_share_elec,low_carbon_share_elec,fossil_share_elec,carbon_intensity_elec,greenhouse_gas_emissions,gdp_per_capita,ghg_per_capita
Dominican Republic,2013,DOM,10193838.0,121118130894.0,8620.207,1738.305,87.873,13.036,0.056,1.354,10.609,13.036,86.964,571.67,10.13,11881.504384707703,0.9937375893162125
Dominican Republic,2014,DOM,10315523.0,129656952614.0,8261.616,1675.145,85.223,10.127,0.116,1.389,7.639,10.127,89.873,593.75,10.26,12569.110903441348,0.9946175293293418
Dominican Republic,2015,DOM,10434826.0,138638287562.0,9146.428,1724.993,95.441,7.889,0.167,1.611,5.167,7.889,92.111,606.11,10.91,13286.113976601047,1.045537318973982
Dominican Republic,2016,DOM,10551430.0,147870212847.0,9531.96,1779.854,100.576,11.076,0.426,1.704,7.987,11.076,88.924,589.99,11.08,14014.23435941858,1.0500946317229038
Dominican Republic,2017,DOM,10666846.0,154771313809.0,9189.017,1799.97,98.018,15.833,0.729,2.031,11.302,15.833,84.167,550.52,10.57,14509.566727503145,0.990920840143375
Dominican Republic,2018,DOM,10782048.0,165578989651.0,10097.055,1817.837,108.867,13.776,1.173,2.551,8.98,13.776,86.224,566.33,11.1,15356.914535253414,1.0294890172998674
Dominican Republic,2019,DOM,10894043.0,173944046167.0,11349.343,1953.361,123.64,12.547,1.739,3.712,6.109,12.547,87.453,582.71,12.4,15966.895501238612,1.1382367409418157
Dominican Republic,2020,DOM,11008298.0,162255006875.0,9261.561,1770.483,101.954,16.162,3.079,5.49,6.619,16.162,83.838,581.32,11.33,14739.336351087153,1.0292235911491496
Dominican Republic,2021,DOM,11123480.0,182166940060.0,10724.289,1926.555,119.291,17.779,3.966,5.693,7.0,17.779,82.221,558.56,11.97,16376.793958365548,1.0761020831610253
Dominican Republic,2022,DOM,11230734.0,191182362267.0,11799.487,1974.047,132.517,18.448,5.593,5.277,6.631,18.448,81.552,580.06,12.86,17023.14045252964,1.1450720852261305
Ecuador,2000,ECU,12689215.0,85978888021.0,8206.088,829.839,104.129,71.51,0.0,0.0,71.51,71.51,28.49,204.18,2.15,6775.745230969765,0.16943522511045797
Ecuador,2001,ECU,12910736.0,90060703680.0,8170.174,850.455,105.483,63.752,0.0,0.0,63.752,63.752,36.248,254.1,2.79,6975.644431115314,0.21609922160905468
Ecuador,2002,ECU,13138473.0,94404507340.0,7924.009,898.887,104.109,63.082,0.0,0.0,63.082,63.082,36.918,262.49,3.1,7185.34850587279,0.2359482719186621
Ecuador,2003,ECU,13372304.0,97642542688.0,7972.256,858.491,106.607,61.934,0.0,0.0,61.934,61.934,38.066,274.39,3.15,7301.848857758543,0.23556150084532926
Ecuador,2004,ECU,13608700.0,106393261231.0,8381.104,940.575,114.056,57.344,0.0,0.0,57.344,57.344,42.656,303.91,3.89,7818.032672555057,0.2858465540426345
Ecuador,2005,ECU,13846162.0,112798230080.0,8719.008,912.888,120.725,54.035,0.0,0.0,53.877,54.035,45.965,327.53,4.14,8146.534041707731,0.2989998239223259
Ecuador,2006,ECU,14086138.0,118581678982.0,9064.634,999.564,127.686,50.284,0.0,0.0,50.142,50.284,49.716,352.27,4.96,8418.324382595145,0.3521192252979489
Ecuador,2007,ECU,14328783.0,122016284055.0,9369.433,1203.871,134.253,52.0,0.0,0.0,51.884,52.0,48.0,340.29,5.87,8515.467367675259,0.40966493804812315
Ecuador,2008,ECU,14575201.0,130654762337.0,9830.746,1268.593,143.285,60.573,0.0,0.0,60.465,60.573,39.427,283.94,5.25,8964.182541084681,0.3602008644683528
Ecuador,2009,ECU,14825960.0,132310294703.0,9429.752,1224.879,139.805,50.385,0.0,0.0,50.275,50.385,49.615,349.67,6.35,8924.23119332576,0.42830278781272846
Ecuador,2010,ECU,15076697.0,137913290159.0,10293.648,1288.081,155.194,44.13,0.0,0.0,44.027,44.13,55.87,389.8,7.57,9147.447226604076,0.5020993656634474
Ecuador,2011,ECU,15326232.0,149795272280.0,10742.646,1333.009,164.644,53.989,0.0,0.0,53.94,53.989,46.011,325.5,6.65,9773.783424392897,0.43389660289626314
Ecuador,2012,ECU,15572195.0,158246726051.0,11169.487,1459.653,173.933,53.41,0.0,0.0,53.322,53.41,46.59,329.96,7.5,10162.13360101129,0.48162767034448256
Ecuador,2013,ECU,15807132.0,166075183974.0,11356.213,1465.161,179.509,47.625,0.0,0.259,47.193,47.625,52.375,368.74,8.54,10506.345108904006,0.5402624587433065
Ecuador,2014,ECU,16035127.0,172367775440.0,11759.381,1508.563,188.563,47.54,0.083,0.331,46.879,47.54,52.46,369.16,8.93,10749.386359085276,0.5569023556844919
Ecuador,2015,ECU,16266229.0,172538423301.0,11560.524,1587.953,188.046,51.103,0.155,0.387,50.213,51.103,48.897,345.72,8.93,10607.155678246016,0.5489901808218733
Ecuador,2016,ECU,16505142.0,170423090933.0,11354.271,1645.548,187.404,59.978,0.147,0.295,57.732,59.978,40.022,288.66,7.84,10325.454390698365,0.47500348679217663
Ecuador,2017,ECU,16759515.0,174458721084.0,11641.728,1660.549,195.11,73.518,0.144,0.252,71.47,73.518,26.482,201.22,5.6,10409.532798771324,0.33413854756536804
Ecuador,2018,ECU,17049542.0,176707497535.0,12104.737,1714.416,206.38,71.912,0.137,0.274,70.031,71.912,28.088,210.06,6.14,10364.354510813253,0.3601269758448643
Ecuador,2019,ECU,17340017.0,176728682555.0,12187.595,1871.394,211.333,77.781,0.123,0.277,75.994,77.781,22.219,171.96,5.58,10191.955553157763,0.3217989924692692
Ecuador,2020,ECU,17546058.0,162965075602.0,10421.851,1783.307,182.862,79.642,0.128,0.256,77.756,79.642,20.358,159.48,4.99,9287.845486547463,0.28439436367986476
Ecuador,2021,ECU,17682454.0,169866634253.0,12023.042,1816.49,212.597,81.196,0.125,0.187,79.608,81.196,18.804,149.13,4.79,9606.507911910869,0.27089000203252334
Ecuador,2022,ECU,17823900.0,175028884708.0,12495.487,1854.813,222.718,76.013,0.121,0.181,74.531,76.013,23.987,181.19,5.99,9819.89826626047,0.336065619757741
El Salvador,2000,SLV,5943363.0,31478454275.0,4442.162,614.13,26.401,55.89,0.0,,33.425,55.89,44.11,309.59,1.13,5296.404455692846,0.19012804703330421
El Salvador,2001,SLV,5968058.0,32499941192.0,4427.587,686.991,26.424,53.902,0.0,,29.512,53.902,46.098,321.95,1.32,5445.647678357013,0.2211774751518836
El Salvador,2002,SLV,5986629.0,33751219265.0,4612.663,734.971,27.614,50.682,0.0,,27.045,50.682,49.318,343.18,1.51,5637.766974536087,0.2522287584548834
El Salvador,2003,SLV,5998597.0,35029541311.0,4833.146,778.515,28.992,56.317,0.0,,32.548,56.317,43.683,308.35,1.44,5839.622383534016,0.24005613312579593
El Salvador,2004,SLV,6004673.0,36185189370.0,4849.703,804.374,29.121,52.795,0.0,,29.814,52.795,47.205,329.19,1.59,6026.171511754262,0.264793769785632
El Salvador,2005,SLV,6005583.0,38001442916.0,4925.601,849.21,29.581,56.863,0.0,,33.725,56.863,43.137,305.88,1.56,6327.685907596315,0.2597582949065894
El Salvador,2006,SLV,6002321.0,40054319005.0,5134.85,949.633,30.821,58.596,0.0,,35.439,58.596,41.404,294.74,1.68,6673.138441779438,0.2798917285496727
El Salvador,2007,SLV,6009820.0,42202462933.0,5342.946,986.718,32.11,57.167,0.0,,30.185,57.167,42.833,305.23,1.81,7022.250738458057,0.3011737456363086
El Salvador,2008,SLV,6029302.0,43393063628.0,5063.321,1011.726,30.528,63.279,0.0,,34.426,63.279,36.721,267.21,1.63,7197.02937885679,0.27034638503760466
El Salvador,2009,SLV,6048284.0,42668179532.0,5005.614,967.216,30.275,56.752,0.0,,26.838,56.752,43.248,309.4,1.81,7054.592597173017,0.2992584342930987
El Salvador,2010,SLV,6068253.0,43862777197.0,5024.517,996.992,30.49,65.455,0.0,,35.537,65.455,34.545,256.2,1.55,7228.238044293803,0.25542771535728653
El Salvador,2011,SLV,6090128.0,45520507146.0,5032.225,1013.115,30.647,63.533,0.0,,33.874,63.533,36.467,267.42,1.65,7474.474616297063,0.2709302661618935
El Salvador,2012,SLV,6113977.0,46608113564.0,5140.093,1030.426,31.426,60.635,0.0,,30.317,60.635,39.365,288.89,1.82,7623.207212588467,0.2976785813881865
El Salvador,2013,SLV,6138845.0,48017379514.0,4971.976,1029.51,30.522,60.759,0.0,,29.272,60.759,39.241,287.98,1.82,7821.891498156412,0.2964727078139292
El Salvador,2014,SLV,6162952.0,49026874064.0,5116.345,1022.237,31.532,60.159,0.0,,28.413,60.159,39.841,293.65,1.85,7955.095880026325,0.3001808224370399
El Salvador,2015,SLV,6183675.0,50319726389.0,5442.877,981.617,33.657,58.32,0.165,,23.394,58.32,41.68,308.07,1.87,8137.5114942166265,0.30240916607033846
El Salvador,2016,SLV,6200808.0,51794877474.0,5503.396,993.419,34.125,59.416,0.325,,21.753,59.416,40.584,308.44,1.9,8352.923921205107,0.3064116805422777
El Salvador,2017,SLV,6213538.0,53295513328.0,5317.579,893.211,33.041,74.775,2.883,,30.811,74.775,25.225,212.61,1.18,8577.321540159568,0.18990790753995548
El Salvador,2018,SLV,6219803.0,55053057931.0,5810.084,874.626,36.138,77.941,5.699,,29.963,77.941,22.059,194.85,1.06,8851.25428104395,0.17042340408530626
El Salvador,2019,SLV,6222316.0,56393644127.0,6477.021,991.592,40.302,71.475,9.4,,24.797,71.475,28.525,238.25,1.47,9063.127640415561,0.2362464394286629
El Salvador,2020,SLV,6234679.0,51960808936.0,5385.433,1031.328,33.576,84.759,15.397,0.156,32.193,84.759,15.241,152.41,0.98,8334.159454881317,0.1571853178006438
El Salvador,2021,SLV,6255780.0,57771997522.0,6263.183,1133.352,39.181,86.037,23.836,1.834,25.67,86.037,13.963,143.87,1.02,9234.979094853079,0.1630492120886604
El Salvador,2022,SLV,6280316.0,59270934820.0,6867.604,1055.679,43.131,90.799,18.703,2.112,33.786,90.799,9.201,113.12,0.75,9437.572061660592,0.11942074252314694
Guatemala,2000,GTM,11697592.0,68731616093.0,3602.238,552.25,42.138,50.155,0.0,0.0,38.7,50.155,49.845,374.61,2.42,5875.706392649017,0.20688018525522173
Guatemala,2001,GTM,11969423.0,70402333033.0,3732.099,562.266,44.671,43.685,0.0,0.0,32.392,43.685,56.315,426.45,2.87,5881.848526282344,0.23977764007504793
Guatemala,2002,GTM,12246923.0,73303957428.0,3725.813,543.81,45.63,39.64,0.0,0.0,28.979,39.64,60.36,454.96,3.03,5985.499984608378,0.2474090838980534
Guatemala,2003,GTM,12525843.0,75388396403.0,3735.434,551.659,46.789,48.77,0.0,0.0,38.35,48.77,51.23,393.63,2.72,6018.628558812369,0.21715105322651737
Guatemala,2004,GTM,12807409.0,78142886190.0,3438.836,501.272,44.043,50.935,0.0,0.0,39.564,50.935,49.065,389.41,2.5,6101.381332477163,0.19519951303187083
Guatemala,2005,GTM,13087637.0,80920955084.0,3554.724,531.036,46.523,56.115,0.0,0.0,41.871,56.115,43.885,358.27,2.49,6183.007297956079,0.19025588805679744
Guatemala,2006,GTM,13367455.0,85238080655.0,3682.26,588.743,49.222,53.494,0.0,0.0,41.55,53.494,46.506,368.49,2.9,6376.537692103695,0.21694481111026742
Guatemala,2007,GTM,13652042.0,90511916055.0,3958.847,638.732,54.046,50.917,0.0,0.0,34.404,50.917,49.083,389.91,3.4,6629.917784826622,0.24904699238399647
Guatemala,2008,GTM,13935172.0,93386251977.0,3529.427,622.884,49.183,54.954,0.0,0.0,41.935,54.954,45.046,355.99,3.09,6701.478243469115,0.22174107359421183
Guatemala,2009,GTM,14215614.0,93773785204.0,3721.821,626.776,52.908,45.791,0.0,0.0,32.66,45.791,54.209,405.16,3.61,6596.534289971576,0.25394611868330136
Guatemala,2010,GTM,14500118.0,96390296358.0,3625.881,609.65,52.576,63.688,0.0,0.0,43.1,63.688,36.312,316.74,2.8,6647.552548055126,0.1931018768261058
Guatemala,2011,GTM,14792123.0,100335200000.0,3525.141,592.207,52.144,62.671,0.0,0.0,47.146,62.671,37.329,315.07,2.76,6783.015527926586,0.18658579299266237
Guatemala,2012,GTM,15089639.0,103492749162.0,3655.377,620.293,55.158,66.667,0.0,0.0,47.65,66.667,33.333,295.94,2.77,6858.530489828153,0.1835696665771792
Guatemala,2013,GTM,15387339.0,107099471666.0,3848.17,657.684,59.213,67.589,0.0,0.0,45.949,67.589,32.411,301.38,3.05,6960.2334533605845,0.198214909023581
Guatemala,2014,GTM,15681725.0,111858970345.0,3989.314,678.497,62.559,68.421,0.094,0.0,45.489,68.421,31.579,300.75,3.2,7133.078175073214,0.2040591835400761
Guatemala,2015,GTM,15971745.0,116436247567.0,4535.166,699.36,72.435,61.146,1.432,0.985,34.646,61.146,38.854,368.85,4.12,7290.1394034903515,0.2579555333496747
Guatemala,2016,GTM,16268761.0,119554400888.0,4867.983,729.004,79.196,61.804,1.602,1.855,33.642,61.804,38.196,371.84,4.41,7348.709645928168,0.2710716569012232
Guatemala,2017,GTM,16567363.0,123236680953.0,4950.349,744.838,82.014,68.639,1.621,1.783,47.083,68.639,31.361,312.8,3.86,7438.521202982031,0.23298819492275263
Guatemala,2018,GTM,16845688.0,127435350812.0,4969.137,786.551,83.709,66.113,1.509,2.415,40.075,66.113,33.887,340.38,4.51,7564.864718615233,0.26772429834863376
Guatemala,2019,GTM,17103803.0,132535316516.0,5303.489,742.525,90.71,63.858,1.811,2.598,35.197,63.858,36.142,363.78,4.62,7748.879972249447,0.27011536557103705
Guatemala,2020,GTM,17357331.0,130197392340.0,5189.629,715.548,90.078,75.765,1.771,2.496,46.538,75.765,24.235,265.7,3.3,7501.003025177085,0.19012139596807826
Guatemala,2021,GTM,17598652.0,140588440273.0,5868.567,879.045,103.279,73.497,1.487,2.069,43.051,73.497,26.503,285.71,4.42,7988.591414444697,0.2511555998720811
Guatemala,2022,GTM,17847877.0,146224632616.0,5353.738,755.272,95.553,84.644,1.706,2.3,52.226,84.644,15.356,191.4,2.58,8192.830587974133,0.1445550078589179
Haiti,2000,HTI,8303151.0,12590117444.0,774.733,65.036,6.433,51.852,0.0,0.0,51.852,51.852,48.148,333.33,0.18,1516.3059715522456,0.021678516987105257
Haiti,2001,HTI,8455917.0,12654293375.0,832.124,69.774,7.036,47.458,0.0,0.0,47.458,47.458,52.542,355.93,0.21,1496.5016065082002,0.024834680851290286
Haiti,2002,HTI,8607648.0,12820096281.0,908.486,63.897,7.82,47.273,0.0,0.0,47.273,47.273,52.727,363.64,0.2,1489.3843569114351,0.023235150879775755
Haiti,2003,HTI,8759913.0,13072600973.0,823.075,60.503,7.21,47.17,0.0,0.0,47.17,47.17,52.83,358.49,0.19,1492.320868141042,0.021689713128429475
Haiti,2004,HTI,8910267.0,12808948010.0,940.091,61.727,8.376,47.273,0.0,0.0,47.273,47.273,52.727,363.64,0.2,1437.5492911716337,0.022446016488619255
Haiti,2005,HTI,9061274.0,13245370242.0,965.679,60.698,8.75,47.273,0.0,0.0,47.273,47.273,52.727,363.64,0.2,1461.7558460322466,0.022071951471724617
Haiti,2006,HTI,9216569.0,13759840125.0,972.555,61.845,8.964,47.368,0.0,0.0,47.368,47.368,52.632,368.42,0.21,1492.9460328458454,0.022785051573964238
Haiti,2007,HTI,9373300.0,14437110458.0,1059.405,49.076,9.93,32.609,0.0,0.0,32.609,32.609,67.391,434.78,0.2,1540.237745297814,0.02133720247938293
Haiti,2008,HTI,9530782.0,14789629003.0,1044.733,51.412,9.957,36.735,0.0,0.0,36.735,36.735,63.265,408.16,0.2,1551.7749753378055,0.020984636937451725
Haiti,2009,HTI,9689585.0,15482895499.0,970.681,73.275,9.405,28.169,0.0,0.0,28.169,28.169,71.831,478.87,0.34,1597.8904668259786,0.03508922208742687
Haiti,2010,HTI,9803299.0,14869726114.0,892.687,69.364,8.751,25.0,0.0,0.0,25.0,25.0,75.0,500.0,0.34,1516.8083839940005,0.03468220238921612
Haiti,2011,HTI,9914904.0,15936160000.0,940.049,99.85,9.32,12.121,0.0,0.0,12.121,12.121,87.879,575.76,0.57,1607.2934241219077,0.05748921018297302
Haiti,2012,HTI,10069770.0,16393482000.0,1002.771,109.238,10.098,20.0,0.0,0.0,20.0,20.0,80.0,536.36,0.59,1627.98971575319,0.058591209133872967
Haiti,2013,HTI,10222365.0,17085684000.0,1055.107,102.716,10.786,13.333,0.0,0.0,13.333,13.333,86.667,571.43,0.6,1671.40226356621,0.05869483236022192
Haiti,2014,HTI,10373241.0,17572203000.0,1131.308,99.294,11.735,8.738,0.0,0.0,8.738,8.738,91.262,601.94,0.62,1693.9935165875352,0.05976916953920188
Haiti,2015,HTI,10523249.0,17862468000.0,1275.714,97.879,13.425,7.767,0.0,0.0,7.767,7.767,92.233,611.65,0.63,1697.4289974512624,0.05986744207991277
Haiti,2016,HTI,10671462.0,18337150574.0,1308.607,101.205,13.965,6.481,0.0,0.0,6.481,6.481,93.519,611.11,0.66,1718.335367168997,0.061847195820029156
Haiti,2017,HTI,10817759.0,18822570039.0,1271.855,97.987,13.759,12.264,0.0,0.0,12.264,12.264,87.736,575.47,0.61,1739.9694372004406,0.05638875852198223
Haiti,2018,HTI,10962373.0,19129086184.0,1051.65,94.87,11.529,18.269,0.0,0.0,18.269,18.269,81.731,538.46,0.56,1744.9767658881885,0.05108383011597946
Haiti,2019,HTI,11105165.0,18799472313.0,1067.026,95.451,11.849,16.038,0.0,0.0,16.038,16.038,83.962,556.6,0.59,1692.8584413648964,0.05312843168021367
Haiti,2020,HTI,11243846.0,18185520397.0,1040.939,90.716,11.704,13.725,0.0,0.0,13.725,13.725,86.275,568.63,0.58,1617.3754422641505,0.05158377302570668
Haiti,2021,HTI,11374592.0,17851170361.0,991.191,90.553,11.274,12.621,0.0,0.0,12.621,12.621,87.379,572.82,0.59,1569.3899491955403,0.0518699923478574
Haiti,2022,HTI,11503603.0,17550916862.0,1049.055,87.799,12.068,18.812,0.0,0.0,18.812,18.812,81.188,534.65,0.54,1525.6886787556907,0.0469418146645012
Honduras,2000,HND,6577781.0,21239307387.0,3028.279,553.378,19.919,61.813,0.0,0.0,61.538,61.813,38.187,263.74,0.96,3228.9471764110117,0.14594587445218987
Honduras,2001,HND,6757992.0,21992955509.0,3388.764,578.574,22.901,49.616,0.0,0.0,48.082,49.616,50.384,345.27,1.35,3254.362465803452,0.19976348003963307
Honduras,2002,HND,6938866.0,22983633152.0,3444.281,598.08,23.899,40.723,0.0,0.0,38.554,40.723,59.277,404.82,1.68,3312.303934389279,0.24211448960103857
Honduras,2003,HND,7119213.0,24205428089.0,3725.985,657.376,26.526,41.026,0.0,0.0,36.752,41.026,58.974,405.98,1.9,3400.0145927646777,0.2668834321995985
Honduras,2004,HND,7299003.0,25910108120.0,4040.982,706.946,29.495,34.109,0.0,0.0,26.938,34.109,65.891,455.43,2.35,3549.8146966099343,0.3219617802595779
Honduras,2005,HND,7478362.0,27704981594.0,3841.422,739.467,28.728,33.092,0.0,0.0,30.741,33.092,66.908,452.08,2.5,3704.6858114116435,0.33429780478666316
Honduras,2006,HND,7656832.0,29769398424.0,3524.818,778.39,26.989,36.745,0.0,0.0,34.396,36.745,63.255,429.53,2.56,3887.9524095605075,0.33434193149333824
Honduras,2007,HND,7834806.0,31871721735.0,4360.944,802.828,34.167,37.52,0.0,0.0,34.817,37.52,62.48,426.07,2.68,4067.9656567118573,0.3420633516643552
Honduras,2008,HND,8012590.0,33484306097.0,4195.461,808.727,33.617,38.117,0.0,0.0,35.031,38.117,61.883,421.3,2.73,4178.961621273521,0.340713801654646
Honduras,2009,HND,8189904.0,32923391943.0,3863.557,837.617,31.642,47.376,0.0,0.0,40.379,47.376,52.624,371.72,2.55,4019.997297037914,0.31135896098415805
Honduras,2010,HND,8365881.0,34409603132.0,3909.123,860.639,32.703,48.611,0.0,0.0,42.361,48.611,51.389,361.11,2.6,4113.08780653227,0.3107861562936408
Honduras,2011,HND,8540587.0,35990758725.0,3926.354,874.647,33.533,46.051,0.0,1.606,37.349,46.051,53.949,382.87,2.86,4214.084901307135,0.3348715960624252
Honduras,2012,HND,8715081.0,37443688294.0,4155.432,899.59,36.215,46.429,0.0,4.337,35.204,46.429,53.571,380.1,2.98,4296.424587906871,0.3419360072499613
Honduras,2013,HND,8889276.0,38446700070.0,4132.692,923.585,36.737,44.093,0.0,3.776,33.009,44.093,55.907,393.42,3.23,4325.0654012767745,0.3633591757078979
Honduras,2014,HND,9063127.0,39484545761.0,4291.642,915.799,38.896,40.602,0.12,4.819,31.084,40.602,59.398,410.84,3.41,4356.61397672128,0.37624983077032903
Honduras,2015,HND,9237306.0,40757802007.0,4790.027,975.393,44.247,44.062,4.883,7.436,25.749,44.062,55.938,394.01,3.55,4412.303977696528,0.3843111833688307
Honduras,2016,HND,9412380.0,42125312119.0,4460.172,988.06,41.981,48.065,9.57,6.237,24.194,48.065,51.935,368.82,3.43,4475.521825404414,0.3644136764559017
Honduras,2017,HND,9588144.0,43936103834.0,4558.129,978.292,43.704,57.356,9.915,6.183,31.663,57.356,42.644,311.3,2.92,4582.336668493924,0.30454277699625704
Honduras,2018,HND,9765209.0,45477892182.0,4530.455,994.346,44.241,62.822,10.299,9.578,32.441,62.822,37.178,276.0,2.68,4657.134545917041,0.27444369086212084
Honduras,2019,HND,9943637.0,46684518271.0,4894.96,1072.042,48.674,52.908,10.507,7.692,22.795,52.908,47.092,342.4,3.65,4694.913769579481,0.36706891050025253
Honduras,2020,HND,10119638.0,42499283305.0,4385.561,1002.012,44.38,54.635,10.947,7.002,26.627,54.635,45.365,326.43,3.31,4199.6841492749045,0.3270867989546662
Honduras,2021,HND,10289881.0,47826185166.0,4925.441,1080.673,50.682,61.421,10.252,6.924,33.903,61.421,38.579,284.17,3.16,4647.885156883738,0.3070978177493015
Honduras,2022,HND,10463880.0,49738252980.0,5066.291,1082.772,53.013,59.665,9.179,6.09,34.245,59.665,40.335,296.56,3.36,4753.327922338559,0.32110459982339246
Jamaica,2000,JAM,2607827.0,17441468822.0,16599.863,2596.031,43.29,4.579,0.0,0.0,1.625,4.579,95.421,633.68,4.29,6688.12341539527,1.6450477734911095
Jamaica,2001,JAM,2624410.0,17823908809.0,16758.637,2587.248,43.982,3.387,0.0,0.0,0.884,3.387,96.613,642.12,4.36,6791.586988694602,1.6613257836999555
Jamaica,2002,JAM,2640582.0,18032751164.0,16495.219,2635.782,43.557,2.155,0.0,0.0,1.293,2.155,97.845,645.12,4.49,6829.082059939817,1.7003827186582352
Jamaica,2003,JAM,2656629.0,18718066744.0,17072.861,2702.673,45.356,2.507,0.0,0.0,1.671,2.507,97.493,643.45,4.62,7045.79628694861,1.739045986473836
Jamaica,2004,JAM,2672227.0,18987080266.0,16572.15,2713.093,44.285,3.172,0.0,0.414,1.793,3.172,96.828,640.0,4.64,7105.339578561253,1.7363794318371903
Jamaica,2005,JAM,2687070.0,19174940176.0,16972.453,2779.979,45.606,3.614,0.0,0.669,2.008,3.614,96.386,637.22,4.76,7136.003221352626,1.7714462220932092
Jamaica,2006,JAM,2700973.0,19747242374.0,19292.854,2776.777,52.109,3.733,0.0,0.667,2.133,3.733,96.267,636.0,4.77,7311.1587468664075,1.7660302416943818
Jamaica,2007,JAM,2713808.0,20046356418.0,19579.225,2233.025,53.134,4.95,0.0,0.825,2.64,4.95,95.05,628.71,3.81,7386.799809713878,1.4039313024355444
Jamaica,2008,JAM,2725633.0,19893168382.0,16516.637,1551.933,45.018,6.147,0.0,1.182,3.783,6.147,93.853,619.39,2.62,7298.549871534429,0.9612445989610486
Jamaica,2009,JAM,2737001.0,19223460566.0,13012.702,1607.599,35.616,7.5,0.0,1.364,3.182,7.5,92.5,615.91,2.71,7023.548974223977,0.9901348227494253
Jamaica,2010,JAM,2748573.0,18949004011.0,11906.095,1571.725,32.725,7.639,0.0,1.157,3.472,7.639,92.361,615.74,2.66,6894.124336883176,0.9677749144738016
Jamaica,2011,JAM,2760493.0,19220287418.0,12538.882,1579.428,34.613,8.716,0.0,2.064,3.44,8.716,91.284,607.8,2.65,6962.62856598441,0.9599734540170903
Jamaica,2012,JAM,2772432.0,19123987392.0,11726.472,1554.592,32.511,10.209,0.0,2.552,3.48,10.209,89.791,600.93,2.59,6897.910351633512,0.934197845068878
Jamaica,2013,JAM,2783689.0,19166827044.0,12705.904,1541.12,35.369,9.324,0.0,2.797,2.797,9.324,90.676,603.73,2.59,6885.405317907281,0.9304200289615686
Jamaica,2014,JAM,2793756.0,19277035737.0,12441.397,1524.829,34.758,9.859,0.235,2.817,3.286,9.859,90.141,600.94,2.56,6900.04271561296,0.9163291282416932
Jamaica,2015,JAM,2802536.0,19444553127.0,12817.113,1527.188,35.92,10.28,0.234,3.037,3.037,10.28,89.72,600.47,2.57,6938.1992334799625,0.9170265787843581
Jamaica,2016,JAM,2809919.0,19735837824.0,13239.611,1597.911,37.202,12.249,0.223,4.677,2.673,12.249,87.751,587.97,2.64,7023.632291179923,0.9395288618639898
Jamaica,2017,JAM,2815765.0,19869841700.0,11680.155,1555.528,32.889,11.644,0.913,5.708,3.425,11.644,88.356,579.91,2.54,7056.640628745652,0.9020639151349633
Jamaica,2018,JAM,2820103.0,20232863013.0,13204.306,1404.204,37.238,14.646,1.263,7.576,4.545,14.646,85.354,558.08,2.21,7174.512070303816,0.7836593202446861
Jamaica,2019,JAM,2823275.0,20429119874.0,14605.562,1643.481,41.236,12.716,1.94,5.819,3.448,12.716,87.284,571.12,2.65,7235.9652793298565,0.9386262408019056
Jamaica,2020,JAM,2830745.0,18402554628.0,10243.102,1511.969,28.996,13.785,2.804,6.542,3.271,13.785,86.215,553.74,2.37,6500.958096896753,0.8372354274228163
Jamaica,2021,JAM,2837680.0,19249256856.0,11227.207,1532.942,31.859,13.333,2.989,5.977,3.218,13.333,86.667,556.32,2.42,6783.448752502044,0.8528093372050407
Jamaica,2022,JAM,2839150.0,20019224153.0,11773.948,1581.459,33.428,12.918,2.895,6.013,2.673,12.918,87.082,561.25,2.52,7051.132963386929,0.8875895954775197
Mexico,2000,MEX,98625553.0,1241194674661.0,17198.152,2064.576,1696.177,19.379,0.005,0.01,16.241,23.416,76.584,525.39,106.98,12584.919799243104,1.0847087468295362
Mexico,2001,MEX,100099101.0,1251502726420.0,16786.094,2100.119,1680.273,16.516,0.005,0.01,13.529,20.669,79.331,543.91,114.34,12502.637025880982,1.1422680009883406
Mexico,2002,MEX,101548627.0,1275458026881.0,16948.551,2124.401,1721.102,14.351,0.005,0.009,11.524,18.871,81.129,553.42,119.39,12560.071608658973,1.1756929022782356
Mexico,2003,MEX,102978517.0,1306677417369.0,16915.814,2183.951,1741.966,11.93,0.004,0.009,8.826,16.598,83.402,570.17,128.23,12688.835064200817,1.2452111735110731
Mexico,2004,MEX,104394131.0,1373060298988.0,17662.844,2254.82,1843.897,13.794,0.004,0.008,10.697,17.698,82.302,553.93,130.39,13152.657968751137,1.2490165754624654
Mexico,2005,MEX,105811504.0,1427140428046.0,19092.096,2343.507,2020.163,14.469,0.004,0.008,11.175,18.825,81.175,555.83,137.83,13487.573412112166,1.3025993846567006
Mexico,2006,MEX,107253666.0,1510732401129.0,19108.301,2389.196,2049.435,14.829,0.004,0.02,11.883,19.071,80.929,546.81,140.12,14085.601522739558,1.3064355301384292
Mexico,2007,MEX,108774356.0,1572479287017.0,19017.145,2420.24,2068.578,13.618,0.004,0.095,10.385,17.576,82.424,554.21,145.9,14456.341961859098,1.3413087915684834
Mexico,2008,MEX,110374286.0,1607479004533.0,19512.02,2439.789,2153.625,17.598,0.007,0.093,14.564,21.237,78.763,522.04,140.58,14563.890402271776,1.2736662233085705
