country,year,iso_code,population,gdp,energy_per_capita,per_capita_electricity,primary_energy_consumption,renewables_share_elec,solar_share_elec,wind_share_elec,hydro_share_elec,low_carbon_share_elec,fossil_share_elec,carbon_intensity_elec,greenhouse_gas_emissions,gdp_per_capita,ghg_per_capita
Mexico,2009,MEX,111999720.0,1543820957956.0,18904.01,2390.72,2117.244,13.034,0.011,0.224,9.979,16.955,83.045,554.08,148.36,13784.150156411106,1.3246461687582791
Mexico,2010,MEX,113623898.0,1638271507559.0,18706.043,2425.282,2125.454,16.863,0.011,0.45,13.499,18.997,81.003,541.93,149.34,14418.370927205824,1.314336179524487
Mexico,2011,MEX,115243503.0,1716088331953.0,19279.93,2535.067,2221.887,15.721,0.014,0.565,12.415,19.175,80.825,539.79,157.7,14890.97682107945,1.3684068593437322
Mexico,2012,MEX,116818208.0,1774999946047.0,19191.277,2537.19,2241.891,14.528,0.024,1.245,10.746,17.487,82.513,550.26,163.09,15194.548661857576,1.3961008544147502
Mexico,2013,MEX,118343572.0,1803059285337.0,18952.084,2510.656,2242.857,13.503,0.037,1.407,9.41,17.474,82.526,546.82,162.47,15235.802459444101,1.3728671296147796
Mexico,2014,MEX,119784265.0,1854551091374.0,18621.592,2532.302,2230.574,17.684,0.073,2.12,12.821,20.875,79.125,525.6,159.43,15482.42660564808,1.3309761511664324
Mexico,2015,MEX,121072310.0,1916008739051.0,18215.734,2563.427,2205.421,15.543,0.064,2.819,9.953,19.274,80.726,533.9,165.7,15825.325700409945,1.3686036055643112
Mexico,2016,MEX,122251344.0,1961906742138.0,18618.848,2620.421,2276.179,15.29,0.078,3.24,9.374,18.589,81.411,537.6,172.22,16048.140478013886,1.4087370687720209
Mexico,2017,MEX,123400052.0,2007719438156.0,18879.297,2666.854,2329.706,15.43,0.362,3.227,9.383,18.737,81.263,533.68,175.63,16270.004798344817,1.4232570987895532
Mexico,2018,MEX,124573713.0,2051539127317.0,18337.242,2803.882,2284.338,15.815,0.919,3.562,9.227,19.694,80.306,523.92,183.0,16468.475394299276,1.4690097581020163
Mexico,2019,MEX,125762978.0,2047701179708.0,17971.641,2739.837,2260.167,16.687,2.891,4.855,6.849,19.935,80.065,525.73,181.15,16282.225598283781,1.4404080030611235
Mexico,2020,MEX,126799053.0,1880176557054.0,16329.474,2568.868,2070.562,21.297,4.863,6.048,8.234,24.729,75.271,484.05,157.67,14828.001570753057,1.2434635454256902
Mexico,2021,MEX,127648151.0,1973141022977.0,17223.479,2574.185,2198.545,24.983,6.144,6.412,10.566,28.61,71.39,456.25,149.92,15457.654556837255,1.1744784301654316
Mexico,2022,MEX,128613116.0,2033437602787.0,17858.697,2644.754,2296.863,24.439,5.98,6.036,10.454,27.629,72.371,464.38,157.96,15810.499473374084,1.2281795582963717
Nicaragua,2000,NIC,5022636.0,13909591678.0,3181.092,453.945,15.977,21.491,0.0,0.0,9.211,21.491,78.509,530.7,1.21,2769.380794865485,0.24090935516728668
Nicaragua,2001,NIC,5087827.0,14579899402.0,3275.757,485.472,16.666,19.838,0.0,0.0,7.692,19.838,80.162,538.46,1.33,2865.6437025079667,0.26140825936101997
Nicaragua,2002,NIC,5149914.0,14954188068.0,3245.818,495.154,16.716,25.098,0.0,0.0,11.765,25.098,74.902,513.73,1.31,2903.774328658692,0.2543731798239738
Nicaragua,2003,NIC,5210970.0,15599450900.0,3403.215,518.138,17.734,27.407,0.0,0.0,10.741,27.407,72.593,500.0,1.35,2993.579103314738,0.2590688489858894
Nicaragua,2004,NIC,5272909.0,16722815302.0,3533.965,532.913,18.634,28.114,0.0,0.0,11.388,28.114,71.886,498.22,1.4,3171.4591133660756,0.2655080905056393
Nicaragua,2005,NIC,5342108.0,17753885555.0,3518.621,535.369,18.797,35.664,0.0,0.0,15.035,35.664,64.336,454.55,1.3,3323.3857411718373,0.24334962902285015
Nicaragua,2006,NIC,5418857.0,18819405708.0,3523.339,577.613,19.092,30.032,0.0,0.0,9.904,30.032,69.968,488.82,1.53,3472.9474699184716,0.28234736587439013
Nicaragua,2007,NIC,5497247.0,20171035929.0,3652.414,582.11,20.078,28.75,0.0,0.0,9.375,28.75,71.25,500.0,1.6,3669.2977282992742,0.29105477705476945
Nicaragua,2008,NIC,5576597.0,21118480099.0,3468.996,602.518,19.345,35.417,0.0,0.0,15.774,35.417,64.583,452.38,1.52,3786.983369786269,0.27256766088709655
Nicaragua,2009,NIC,5656602.0,20900358446.0,3474.477,609.907,19.654,30.725,0.0,3.188,8.406,30.725,69.275,484.06,1.67,3694.8610572212788,0.2952302460028123
Nicaragua,2010,NIC,5737451.0,21950676457.0,3465.223,636.171,19.882,36.712,0.0,4.384,13.699,36.712,63.288,443.84,1.62,3825.858636004037,0.28235535257730304
Nicaragua,2011,NIC,5819051.0,23734874000.0,3623.915,654.746,21.088,33.858,0.0,5.512,11.549,33.858,66.142,461.94,1.76,4078.8221309625915,0.3024548160859906
Nicaragua,2012,NIC,5901290.0,25065728000.0,3512.634,682.902,20.729,42.68,0.0,8.189,10.422,42.68,57.32,409.43,1.65,4247.499783945545,0.27959988409313896
Nicaragua,2013,NIC,5983852.0,26206803000.0,3574.803,696.876,21.391,52.278,0.0,13.429,11.031,52.278,47.722,347.72,1.45,4379.587429635626,0.24231882740415372
Nicaragua,2014,NIC,6066493.0,27402565000.0,3700.044,735.186,22.446,53.812,0.0,19.058,8.969,53.812,46.188,338.57,1.51,4517.035625030804,0.24890822424092468
Nicaragua,2015,NIC,6149417.0,28748328000.0,4094.406,746.412,25.178,50.109,0.0,18.954,6.318,50.109,49.891,361.66,1.66,4674.968049816755,0.26994428902772405
Nicaragua,2016,NIC,6232664.0,29929662026.0,4045.38,736.443,25.213,52.288,0.0,15.904,9.368,52.288,47.712,348.58,1.6,4802.065701921361,0.2567120576369912
Nicaragua,2017,NIC,6316235.0,31179621906.0,3990.252,715.616,25.203,55.973,0.221,13.938,10.398,55.973,44.027,329.65,1.49,4936.425244785857,0.235900025885674
Nicaragua,2018,NIC,6400074.0,30002714290.0,2904.051,726.554,18.586,58.71,0.43,17.204,8.817,58.71,41.29,313.98,1.46,4687.869904316732,0.22812236233518549
Nicaragua,2019,NIC,6483660.0,29133575354.0,2988.323,706.391,19.375,56.987,0.655,15.939,5.022,56.987,43.013,334.06,1.53,4493.384192570245,0.23597782733826264
Nicaragua,2020,NIC,6565267.0,28619004754.0,2969.38,577.28,19.495,69.921,0.792,14.512,15.04,69.921,30.079,250.66,0.95,4359.153215550868,0.1447008933528522
Nicaragua,2021,NIC,6644745.0,31580275032.0,3228.125,633.583,21.45,69.121,0.713,15.677,14.252,69.121,30.879,261.28,1.1,4752.669219360562,0.16554435121287575
Nicaragua,2022,NIC,6730662.0,32764782125.0,3190.312,641.839,21.473,64.12,0.694,12.963,13.889,64.12,35.88,289.35,1.25,4867.988041146621,0.18571724445530022
Panama,2000,PAN,3010376.0,28706485449.0,20032.027,1624.382,60.304,70.348,0.0,0.0,69.939,70.348,29.652,210.63,1.03,9535.847166267602,0.34214995070383236
Panama,2001,PAN,3069545.0,28943056968.0,20579.553,1668.0,63.17,49.219,0.0,0.0,48.828,49.219,50.781,345.7,1.77,9429.103325737202,0.5766326931190127
Panama,2002,PAN,3129343.0,29668000666.0,19399.074,1690.451,60.706,64.65,0.0,0.0,64.272,64.65,35.35,247.64,1.31,9480.58447603858,0.4186182211409871
Panama,2003,PAN,3189813.0,31009621095.0,19575.773,1746.184,62.443,50.987,0.0,0.0,50.628,50.987,49.013,335.73,1.87,9721.45423415103,0.5862412624188315
Panama,2004,PAN,3251158.0,33428600750.0,19062.01,1771.677,61.974,65.972,0.0,0.0,65.625,65.972,34.028,239.58,1.38,10282.059730717487,0.42446414477549227
Panama,2005,PAN,3313024.0,35933065263.0,18729.881,1756.703,62.053,64.261,0.0,0.0,63.918,64.261,35.739,250.86,1.46,10846.002100497913,0.44068500560213264
Panama,2006,PAN,3375024.0,39099565107.0,20216.604,1771.839,68.232,60.201,0.0,0.0,59.866,60.201,39.799,277.59,1.66,11584.973945963051,0.4918483542635549
Panama,2007,PAN,3437490.0,43958183203.0,18597.801,1879.278,63.93,57.74,0.0,0.0,57.43,57.74,42.26,292.57,1.89,12787.872314683098,0.5498197812939092
Panama,2008,PAN,3500646.0,47885663330.0,21616.078,1836.804,75.67,62.053,0.0,0.0,61.742,62.053,37.947,264.39,1.7,13679.093324489251,0.48562465327828064
Panama,2009,PAN,3564383.0,48772972500.0,20571.918,1938.624,73.326,56.729,0.0,0.0,56.44,56.729,43.271,298.12,2.06,13683.426416297014,0.5779401371850332
Panama,2010,PAN,3628537.0,51741885375.0,23041.707,2033.878,83.608,57.046,0.0,0.0,56.775,57.046,42.954,296.75,2.19,14259.710008468977,0.6035490336739022
Panama,2011,PAN,3693509.0,57996520000.0,22911.555,2117.228,84.624,52.685,0.0,0.0,52.43,52.685,47.315,336.32,2.63,15702.282030448552,0.7120599949803831
Panama,2012,PAN,3759261.0,63359010000.0,24667.205,2290.344,92.73,62.95,0.0,0.0,62.602,62.95,37.05,276.42,2.38,16854.113082331874,0.6331031551147951
Panama,2013,PAN,3825333.0,67546261000.0,23914.467,2339.666,91.481,57.877,0.0,0.0,57.542,57.877,42.123,307.26,2.75,17657.61595134332,0.7188916625036303
Panama,2014,PAN,3892100.0,71636840000.0,24101.709,2389.456,93.806,55.806,0.108,1.29,54.086,55.806,44.194,320.43,2.98,18405.70386166851,0.7656535032501735
Panama,2015,PAN,3960034.0,75784011000.0,25493.6,2600.988,100.956,65.34,0.194,4.078,60.777,65.34,34.66,258.25,2.66,19137.21220575379,0.6717114044980421
Panama,2016,PAN,4029085.0,79454188125.0,26459.42,2700.365,106.607,66.636,0.643,5.79,59.926,66.636,33.364,247.24,2.69,19720.15684082118,0.6676453835051879
Panama,2017,PAN,4098704.0,83812229677.0,27922.566,2693.534,114.446,71.83,1.449,4.438,65.67,71.83,28.17,205.62,2.27,20448.470950085684,0.5538336020361558
Panama,2018,PAN,4167860.0,86820962356.0,26785.832,2687.23,111.64,77.768,2.054,5.268,70.179,77.768,22.232,169.64,1.9,20831.06494843877,0.45586943899267246
Panama,2019,PAN,4234698.0,89670319909.0,29537.387,2748.72,125.082,52.749,2.491,6.186,43.814,52.749,47.251,325.6,3.79,21175.139268254785,0.8949870805426976
Panama,2020,PAN,4293258.0,73827064971.0,19829.697,2548.181,85.134,75.686,2.925,5.302,67.185,75.686,24.314,180.99,1.98,17196.04667853644,0.46118821650131436
Panama,2021,PAN,4345410.0,85518149482.0,21334.693,2786.849,92.708,78.365,4.872,4.377,68.869,78.365,21.635,161.85,1.96,19680.110618330607,0.45105064884556345
Panama,2022,PAN,4400775.0,94762119668.0,23285.066,2783.601,102.472,77.224,5.714,4.735,66.286,77.224,22.776,168.98,2.07,21533.052625503464,0.4703716958944731
Paraguay,2000,PRY,5100875.0,26799187738.0,3894.232,10486.437,19.864,100.0,0.0,0.0,100.0,100.0,0.0,23.74,1.27,5253.84129938491,0.2489768912196437
Paraguay,2001,PRY,5187690.0,27438613750.0,3921.103,8736.065,20.341,100.0,0.0,0.0,100.0,100.0,0.0,23.83,1.08,5289.177601205932,0.20818514598983362
Paraguay,2002,PRY,5261334.0,31664872141.0,4077.271,9163.075,21.452,100.0,0.0,0.0,100.0,100.0,0.0,23.85,1.15,6018.411327051276,0.218575745238755
Paraguay,2003,PRY,5326437.0,33135448282.0,4163.81,9719.443,22.178,100.0,0.0,0.0,100.0,100.0,0.0,23.76,1.23,6220.940617902736,0.23092359864577391
Paraguay,2004,PRY,5388181.0,34591080511.0,4196.23,9637.761,22.61,100.0,0.0,0.0,100.0,100.0,0.0,23.69,1.23,6419.806704897255,0.22827740938917976
Paraguay,2005,PRY,5448100.0,35443580706.0,4012.839,9392.265,21.862,100.0,0.0,0.0,100.0,100.0,0.0,23.84,1.22,6505.677338154586,0.2239312787944421
Paraguay,2006,PRY,5505145.0,37261533412.0,4308.261,9767.227,23.718,100.0,0.0,0.0,100.0,100.0,0.0,23.81,1.28,6768.492639521756,0.23250977040568416
Paraguay,2007,PRY,5559385.0,39406021841.0,4481.345,9661.141,24.914,100.0,0.0,0.0,100.0,100.0,0.0,23.83,1.28,7088.198036473459,0.23024129467558013
Paraguay,2008,PRY,5613577.0,42050621581.0,4646.667,9879.618,26.084,100.0,0.0,0.0,100.0,100.0,0.0,23.8,1.32,7490.878201367862,0.23514418703083614
Paraguay,2009,PRY,5671243.0,40509009629.0,4823.377,9687.471,27.355,100.0,0.0,0.0,100.0,100.0,0.0,23.84,1.31,7142.880252001192,0.23098992584165412
Paraguay,2010,PRY,5737973.0,45961696292.0,5318.618,9421.445,30.518,100.0,0.0,0.0,100.0,100.0,0.0,23.68,1.28,8010.092813612055,0.22307529157073414
Paraguay,2011,PRY,5814632.0,48113309093.0,5436.107,9909.483,31.609,100.0,0.0,0.0,100.0,100.0,0.0,23.78,1.37,8274.523494006156,0.23561250307844075
Paraguay,2012,PRY,5897011.0,47772664940.0,5757.479,10213.648,33.952,100.0,0.0,0.0,100.0,100.0,0.0,23.74,1.43,8101.1659873111985,0.2424957321599027
Paraguay,2013,PRY,5982447.0,51734453611.0,5759.684,10114.59,34.457,100.0,0.0,0.0,99.785,100.0,0.0,24.13,1.46,8647.707804348287,0.2440472936910264
Paraguay,2014,PRY,6069819.0,54476893712.0,5999.334,9132.068,36.415,99.982,0.0,0.0,99.729,99.982,0.018,24.36,1.35,8975.044183689826,0.22241190388049464
Paraguay,2015,PRY,6159106.0,56087783311.0,6838.798,9074.369,42.121,100.0,0.0,0.0,99.732,100.0,0.0,24.16,1.35,9106.481250850367,0.21918765483172398
Paraguay,2016,PRY,6249129.0,58481604773.0,7659.005,10231.826,47.862,100.0,0.0,0.0,99.734,100.0,0.0,24.4,1.56,9358.360944861275,0.24963478910420955
Paraguay,2017,PRY,6338658.0,61294571103.0,7744.288,9437.329,49.088,100.0,0.0,0.0,99.766,100.0,0.0,24.24,1.45,9669.960282286882,0.22875504562637708
Paraguay,2018,PRY,6427382.0,63258456042.0,8063.859,9232.375,51.83,100.0,0.0,0.0,99.781,100.0,0.0,24.27,1.44,9842.025266585992,0.22404145264743872
Paraguay,2019,PRY,6515059.0,63004153609.0,7898.018,7611.597,51.456,100.0,0.0,0.0,99.718,100.0,0.0,24.2,1.2,9670.542294244764,0.18418866199062817
Paraguay,2020,PRY,6603741.0,62487519891.0,7560.656,7061.149,49.929,100.0,0.0,0.0,99.442,100.0,0.0,24.88,1.16,9462.442559603716,0.17565800960395025
Paraguay,2021,PRY,6684184.0,64997640183.0,8164.098,6109.945,54.57,100.0,0.0,0.0,99.339,100.0,0.0,24.98,1.02,9724.094995439982,0.15259903078670486
Paraguay,2022,PRY,6760460.0,65127634644.0,7732.66,6524.704,52.276,100.0,0.0,0.0,99.456,100.0,0.0,24.71,1.09,9633.609938376974,0.1612316321670419
Peru,2000,PER,26598328.0,128561599053.0,5540.167,748.919,147.359,81.978,0.0,0.0,81.175,81.978,18.022,141.06,2.81,4833.4466381871825,0.10564573833362759
Peru,2001,PER,26964610.0,130005019162.0,5417.318,770.269,146.076,85.556,0.0,0.0,84.786,85.556,14.444,117.96,2.45,4821.3202105278,0.09085983442742174
Peru,2002,PER,27288211.0,137911092694.0,5481.374,805.842,149.577,82.901,0.0,0.0,82.037,82.901,17.099,139.15,3.06,5053.870797686224,0.11213633609033585
Peru,2003,PER,27580485.0,144583674826.0,5354.208,831.385,147.672,81.683,0.0,0.0,80.811,81.683,18.317,145.66,3.34,5242.245552462185,0.12110011843519068
Peru,2004,PER,27852190.0,152840586065.0,5651.12,870.668,157.396,72.866,0.0,0.0,72.247,72.866,27.134,200.0,4.85,5487.560800963945,0.17413352415016556
Peru,2005,PER,28101175.0,163489485317.0,5826.442,907.435,163.73,72.275,0.0,0.0,70.902,72.275,27.725,200.0,5.1,5817.887875400228,0.18148707304943654
Peru,2006,PER,28324488.0,176775277493.0,5846.282,965.949,165.593,73.282,0.0,0.0,72.003,73.282,26.718,192.98,5.28,6241.075831379547,0.18641113654022626
Peru,2007,PER,28530704.0,192942634714.0,6318.965,1049.045,180.285,66.722,0.0,0.0,65.319,66.722,33.278,229.54,6.87,6762.631399281279,0.24079321701981135
Peru,2008,PER,28719038.0,211009673563.0,6777.529,1129.216,194.644,60.13,0.0,0.0,58.711,60.13,39.87,269.2,8.73,7347.37958712266,0.3039795413760029
Peru,2009,PER,28896819.0,212830474173.0,6867.194,1139.226,198.44,60.601,0.0,0.0,59.204,60.601,39.399,265.19,8.73,7365.186949227872,0.30210937750622313
Peru,2010,PER,29086021.0,230353256282.0,7745.521,1233.926,225.286,57.704,0.0,0.0,55.837,57.704,42.296,283.09,10.16,7919.723921054722,0.34930869368484607
Peru,2011,PER,29304083.0,244711917914.0,8481.961,1338.721,248.556,56.768,0.0,0.0,55.034,56.768,43.232,286.52,11.24,8350.778897056769,0.38356429716637097
Peru,2012,PER,29550367.0,259737230567.0,8687.723,1352.267,256.725,55.255,0.15,0.0,53.428,55.255,44.745,297.55,11.89,8789.644831382297,0.4023638691187829
Peru,2013,PER,29817908.0,274939626306.0,8806.167,1459.19,262.581,53.942,0.46,0.0,51.276,53.942,46.058,304.99,13.27,9220.620920354306,0.4450345745248124
Peru,2014,PER,30115825.0,281488723310.0,8926.504,1518.471,268.829,52.373,0.437,0.569,48.546,52.373,47.627,309.64,14.16,9346.870733576117,0.47018469525573353
Peru,2015,PER,30457598.0,290642734598.0,9247.921,1584.826,281.669,52.724,0.476,1.243,49.12,52.724,47.276,305.78,14.76,9542.536302370265,0.4846081427694987
Peru,2016,PER,30866497.0,302131843581.0,9684.865,1672.687,298.938,50.397,0.465,2.053,46.794,50.397,49.603,320.94,16.57,9788.342473102795,0.5368280048105232
Peru,2017,PER,31324639.0,309742529723.0,9691.741,1682.701,303.59,58.604,0.55,2.03,55.132,58.604,41.396,271.49,14.31,9888.143634249065,0.45682888795621873
Peru,2018,PER,31897590.0,322061010919.0,9982.715,1712.355,318.425,61.131,1.373,2.746,56.243,61.131,38.869,252.84,13.81,10096.719248037234,0.43294806911744743
Peru,2019,PER,32449302.0,329252610797.0,10064.474,1752.58,326.585,60.542,1.372,2.901,55.302,60.542,39.458,256.73,14.6,10146.677755872839,0.4499326364554775
Peru,2020,PER,32838577.0,292988745490.0,8766.572,1613.651,287.882,63.484,1.491,3.416,57.558,63.484,36.516,239.67,12.7,8922.090183444916,0.3867402658769288
Peru,2021,PER,33155883.0,332691638600.0,9877.367,1718.85,327.493,61.572,1.404,3.194,55.957,61.572,38.428,250.92,14.3,10034.166141797521,0.4312960086148211
Peru,2022,PER,33475436.0,341677633395.0,10099.025,1789.372,338.069,55.242,1.402,3.222,49.633,55.242,44.758,287.81,17.24,10206.81652645241,0.5150044946389943
Puerto Rico,2000,PRI,3809868.0,104392661189.0,33881.172,5735.107,129.083,0.686,0.0,0.0,0.686,0.686,99.313,657.21,14.36,27400.5979180906,3.76915945644311
Puerto Rico,2001,PRI,3813009.0,112725609474.0,36863.539,5851.022,140.561,0.583,0.0,0.0,0.583,0.583,99.417,655.76,14.63,29563.426017090438,3.836864796280313
Puerto Rico,2002,PRI,3810715.0,115553684281.0,37881.766,6077.6,144.357,0.475,0.0,0.0,0.475,0.475,99.525,664.08,15.38,30323.360388011173,4.035987997003187
Puerto Rico,2003,PRI,3806043.0,117412676578.0,39487.387,6284.743,150.291,0.418,0.0,0.0,0.418,0.418,99.582,684.78,16.38,30849.014732098403,4.303682328339432
Puerto Rico,2004,PRI,3798659.0,122888176607.0,40848.758,6357.506,155.171,0.58,0.0,0.0,0.58,0.58,99.42,685.3,16.55,32350.410133418136,4.356800649913562
Puerto Rico,2005,PRI,3788412.0,122355753761.0,39673.113,6588.512,150.298,0.561,0.0,0.0,0.561,0.561,99.439,684.3,17.08,32297.372556363985,4.5084853495343165
Puerto Rico,2006,PRI,3776220.0,122502584394.0,36137.738,6612.432,136.464,0.561,0.0,0.0,0.561,0.561,99.439,689.23,17.21,32440.531641164973,4.5574675204304835
Puerto Rico,2007,PRI,3763089.0,122989548931.0,34984.703,6558.442,131.651,0.648,0.0,0.0,0.648,0.648,99.352,689.22,17.01,32683.135830962277,4.520222614984657
Puerto Rico,2008,PRI,3749130.0,122623981902.0,32871.168,6201.439,123.238,0.688,0.0,0.0,0.688,0.688,99.312,690.32,16.05,32707.31660465228,4.280993190420178
Puerto Rico,2009,PRI,3735014.0,122136555251.0,30873.604,6168.652,115.313,0.738,0.0,0.0,0.738,0.738,99.262,688.37,15.86,32700.427696121085,4.2463026912348925
Puerto Rico,2010,PRI,3714834.0,123553432914.0,26313.107,6258.691,97.749,0.688,0.0,0.0,0.688,0.688,99.312,686.02,15.95,33259.47617417091,4.293596968262915
Puerto Rico,2011,PRI,3683711.0,125016099000.0,28745.928,6042.819,105.892,0.674,0.0,0.0,0.674,0.674,99.326,691.38,15.39,33937.5426030978,4.177852171356548
Puerto Rico,2012,PRI,3646423.0,125060220000.0,30611.012,6115.582,111.621,0.538,0.09,0.045,0.404,0.538,99.462,687.44,15.33,34296.6847236319,4.204120037636884
Puerto Rico,2013,PRI,3606773.0,124667504000.0,27153.611,5955.462,97.937,1.35,0.186,0.791,0.372,1.35,98.65,684.82,14.71,34564.83233072888,4.078437983205486
Puerto Rico,2014,PRI,3565367.0,122937258000.0,26141.912,5906.825,93.206,1.662,0.237,1.045,0.38,1.662,98.338,686.61,14.46,34480.95469554747,4.055683468209584
Puerto Rico,2015,PRI,3521811.0,122888632000.0,26456.928,5934.447,93.176,1.818,0.431,1.148,0.239,1.818,98.182,680.86,14.23,34893.59082585636,4.040534827110257
Puerto Rico,2016,PRI,3476008.0,121412919445.0,25075.623,5937.846,87.163,1.89,0.581,0.921,0.339,1.89,98.11,683.14,14.1,34928.8377486473,4.056377315587306
Puerto Rico,2017,PRI,3371878.0,118146530216.0,25098.611,4857.827,84.629,2.259,0.977,0.916,0.305,2.259,97.741,673.99,11.04,35038.79150313268,3.2741398117013722
Puerto Rico,2018,PRI,3290068.0,112643622488.0,25991.373,5376.789,85.513,2.657,1.752,0.622,0.226,2.657,97.343,671.57,11.88,34237.4754831815,3.6108676173258427
Puerto Rico,2019,PRI,3288027.0,114530476443.0,24425.918,5824.161,80.313,3.812,2.611,0.836,0.261,3.812,96.188,673.63,12.9,34832.58393042393,3.923325447145051
Puerto Rico,2020,PRI,3275800.0,109716979210.0,21308.352,5821.479,69.802,3.985,2.937,0.734,0.262,3.985,96.015,668.59,12.75,33493.18615605348,3.892179009707552
Puerto Rico,2021,PRI,3253210.0,110191669589.0,24091.275,5951.045,78.374,4.649,3.512,0.826,0.258,4.649,95.351,665.29,12.88,33871.67431214093,3.9591664847950185
Puerto Rico,2022,PRI,3240972.0,113895186748.0,22552.434,6140.133,73.092,5.377,4.271,0.804,0.251,5.377,94.623,660.3,13.14,35142.29272823091,4.054339253779422
Uruguay,2000,URY,3266212.0,42357504785.0,10486.714,2323.793,34.252,93.412,0.0,0.0,92.885,93.412,6.588,67.19,0.51,12968.388085341674,0.15614418170039177
Uruguay,2001,URY,3274257.0,40598224745.0,10399.644,2825.068,34.051,99.784,0.0,0.0,99.351,99.784,0.216,25.95,0.24,12399.217515607357,0.07329907212537073
Uruguay,2002,URY,3278868.0,37250866884.0,8588.449,2927.84,28.16,99.687,0.0,0.0,99.271,99.687,0.312,27.08,0.26,11360.89250436431,0.07929565935560688
Uruguay,2003,URY,3281188.0,37483201754.0,9268.076,2614.906,30.41,99.883,0.0,0.0,99.417,99.883,0.117,25.64,0.22,11423.667816047115,0.06704888595228313
Uruguay,2004,URY,3283157.0,39270203111.0,11003.951,1797.051,36.128,81.695,0.0,0.0,81.017,81.695,18.305,140.68,0.83,11961.110331001533,0.25280545523713915
Uruguay,2005,URY,3285776.0,41988118660.0,10970.989,2337.347,36.048,87.5,0.0,0.0,86.979,87.5,12.5,104.17,0.8,12778.752617342145,0.2434736877985596
Uruguay,2006,URY,3289508.0,43608062782.0,11458.062,1693.262,37.691,64.632,0.0,0.0,63.734,64.632,35.368,249.55,1.39,13256.712791700156,0.42255559190006525
Uruguay,2007,URY,3295155.0,46197426762.0,11381.613,2846.604,37.504,86.994,0.0,0.0,85.501,86.994,13.006,108.74,1.02,14019.8038520191,0.3095453779867715
Uruguay,2008,URY,3302184.0,49265998696.0,14413.735,2655.818,47.597,61.231,0.0,0.0,51.311,61.231,38.769,289.62,2.54,14919.216705065495,0.7691879071547799
Uruguay,2009,URY,3310093.0,50291695148.0,14728.558,2619.262,48.753,68.166,0.0,0.461,58.362,68.166,31.834,243.37,2.11,15193.438718489178,0.637444325582393
Uruguay,2010,URY,3318581.0,54642867455.0,13576.062,3236.323,45.053,89.199,0.0,0.652,78.305,89.199,10.801,111.73,1.2,16465.732629397928,0.36160033460084295
Uruguay,2011,URY,3326829.0,57427770581.0,14446.414,3108.065,48.061,74.662,0.0,1.064,62.669,74.662,25.338,204.06,2.11,17262.0145432783,0.634237587805084
Uruguay,2012,URY,3335406.0,59459565927.0,15106.379,3178.024,50.386,64.623,0.0,1.038,51.132,64.623,35.377,272.64,2.89,17826.785083135306,0.8664612344044474
Uruguay,2013,URY,3345335.0,62217298965.0,14380.91,3485.451,48.109,84.134,0.0,1.201,70.412,84.134,15.866,149.23,1.74,18598.226774000213,0.5201272817221594
Uruguay,2014,URY,3356343.0,64232518554.0,13823.321,3867.304,46.396,94.761,0.0,5.624,74.345,94.761,5.239,85.52,1.11,19137.650280081623,0.33071709297887614
Uruguay,2015,URY,3368022.0,64470831197.0,14522.445,4079.546,48.912,93.159,0.364,15.066,60.189,93.159,6.841,98.98,1.36,19142.04574584133,0.40379783742505243
Uruguay,2016,URY,3379279.0,65560386931.0,14546.091,4104.426,49.155,96.828,1.081,21.557,56.525,96.828,3.172,74.98,1.04,19400.702614670172,0.3077579566528837
Uruguay,2017,URY,3388444.0,66627711123.0,13547.438,4234.982,45.905,98.467,1.882,26.272,52.404,98.467,1.533,64.81,0.93,19663.217430478413,0.27446226055381173
Uruguay,2018,URY,3394538.0,66946183643.0,13547.212,4303.973,45.987,97.536,2.806,32.375,44.901,97.536,2.464,69.13,1.01,19721.736402126004,0.2975368076598347
Uruguay,2019,URY,3397206.0,67180494669.0,14307.822,4730.358,48.607,98.258,2.614,29.558,50.467,98.258,1.742,60.98,0.98,19775.219597810672,0.2884723505139223
Uruguay,2020,URY,3398966.0,63072414563.0,12850.293,3992.391,43.678,94.031,3.39,40.383,30.14,94.031,5.969,94.33,1.28,18556.35348014661,0.3765851144142071
Uruguay,2021,URY,3396693.0,65848852721.0,13325.694,4707.52,45.263,84.615,3.002,31.207,32.958,84.615,15.385,150.72,2.41,19386.1655206991,0.7095136357627846
Uruguay,2022,URY,3390913.0,69066228178.0,13986.177,4382.3,47.426,90.781,3.365,32.167,38.291,90.781,9.219,110.36,1.64,20368.03308666427,0.4836455550466791
Venezuela,2000,VEN,24526707.0,330236189305.0,31476.391,3476.618,772.012,73.754,0.0,0.0,73.754,73.754,26.246,212.74,18.14,13464.350893293584,0.7396019367785491
Venezuela,2001,VEN,24979934.0,343312598582.0,32706.316,3607.295,817.002,67.074,0.0,0.0,67.074,67.074,32.926,261.57,23.57,13743.535054255948,0.943557336860858
Venezuela,2002,VEN,25435674.0,314003719638.0,32074.699,3611.07,815.842,64.812,0.0,0.0,64.812,64.812,35.188,274.14,25.18,12345.012742261126,0.9899482121055649
Venezuela,2003,VEN,25892710.0,291333920302.0,28348.32,3551.192,734.015,65.829,0.0,0.0,65.829,65.829,34.171,263.73,24.25,11251.580862026416,0.93655704636556
